BoardSize,10,GameMode,General
Blue,0,0,S,false
Red,0,1,O,false
Blue,0,2,S,true,0,2,0,1,0,0
Blue,0,3,S,false
Red,0,4,S,false
Blue,0,5,S,false
Red,0,6,O,false
Blue,0,7,S,true,0,7,0,6,0,5
Blue,0,8,O,false
Red,0,9,O,false
Blue,1,0,S,false
Red,1,2,S,false
Blue,1,1,O,true,1,0,1,1,1,2
Blue,1,3,O,false
Red,1,6,S,false
Blue,1,4,S,true,1,4,1,3,1,2
Blue,1,5,S,false
Red,1,7,S,false
Blue,1,8,O,false
Red,1,9,S,true,1,9,1,8,1,7
Red,2,2,S,true,2,2,1,1,0,0
Red,2,1,S,false
Blue,2,0,O,false
Red,2,3,S,true,2,3,1,3,0,3
Red,2,4,O,false
Blue,2,5,S,true,2,5,2,4,2,3
Blue,2,6,O,false
Red,2,7,O,false
Blue,2,8,S,false
Red,2,9,S,true,2,9,1,8,0,7
Red,3,5,S,true,3,5,2,6,1,7
Red,3,4,S,true,3,4,2,4,1,4
Red,3,3,S,true,3,3,2,4,1,5
Red,3,6,O,false
Blue,3,2,O,false
Red,3,1,S,true,3,1,3,2,3,3
Red,3,7,S,true,3,7,3,6,3,5
Red,3,0,O,false
Blue,3,8,S,true,3,8,2,7,1,6
Blue,3,9,O,false
Red,4,4,O,false
Blue,4,3,S,true,4,3,3,2,2,1
Blue,4,5,S,true,4,5,4,4,4,3
Blue,4,6,S,false
Red,4,2,S,true,4,2,3,2,2,2
Red,4,1,S,true,4,1,3,2,2,3
Red,4,7,S,true,4,7,3,6,2,5
Red,4,0,S,false
Blue,4,8,O,false
Red,4,9,O,false
Blue,5,1,S,false
Red,5,0,S,false
Blue,5,2,O,false
Red,5,3,O,false
Blue,5,4,O,false
Red,5,5,S,true,5,5,4,4,3,3
Red,5,6,O,false
Blue,5,7,S,true,5,7,5,6,5,5
Blue,5,8,S,true,5,8,4,8,3,8
Blue,5,9,S,true,5,9,4,8,3,7
Blue,6,0,S,false
Red,6,1,O,false
Blue,6,2,S,true,6,2,6,1,6,0
Blue,6,3,S,true,6,3,5,3,4,3
Blue,6,4,S,true,6,4,5,3,4,2
Blue,6,5,S,true,6,5,5,4,4,3
Blue,6,6,S,true,6,6,5,6,4,6
Blue,6,7,S,true,6,7,5,6,4,5
Blue,6,8,S,false
Red,8,1,O,false
Blue,6,9,O,false
Red,7,1,S,true,7,1,6,1,5,1
Red,7,2,O,false
Blue,7,0,S,false
Red,7,3,S,true,7,3,7,2,7,1
Red,7,4,O,false
Blue,7,5,S,true,7,5,7,4,7,3
Blue,7,6,S,false
Red,7,7,O,false
Blue,7,8,S,true,7,8,7,7,7,6
Blue,7,9,S,true,7,9,6,9,5,9
Blue,8,5,O,false
Red,8,2,S,true,8,2,7,2,6,2
Red,8,8,S,true,8,8,7,7,6,6
Red,8,3,S,true,8,3,7,4,6,5
Red,8,9,S,false
Blue,8,6,S,true,8,6,7,7,6,8
Blue,8,0,S,true,8,0,8,1,8,2
Blue,8,4,O,false
Red,8,7,O,true,8,6,8,7,8,8
Red,9,0,S,false
Blue,9,1,S,true,9,1,8,1,7,1
Blue,9,2,O,false
Red,9,3,S,true,9,3,9,2,9,1
Red,9,4,S,true,9,4,8,5,7,6
Red,9,6,S,true,9,6,8,7,7,8
Red,9,5,O,true,9,4,9,5,9,6
Red,9,7,S,false
Blue,9,8,S,true,9,8,8,7,7,6
Blue,9,9,S,false
